,overall,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime
266,5,True,"08 29, 2016",A1QLMV6AGLI4IY,B00004U9V2,{'Size:': ' 3.5 oz.'},Amazon Customer,Never disappointed.,Five Stars,1472428800
267,5,True,"08 24, 2016",A2QU2Q7ST487OV,B00004U9V2,{'Size:': ' 3.5 oz.'},jamialee,Smells wonderful! Not greasy.  My favorite lotion! Everyone at work always waves to use it!,Five Stars,1471996800
268,5,False,"08 19, 2016",A1JED82GPCOQ9R,B00004U9V2,{'Size:': ' 3.5 oz.'},Sam,"smooth, creamy and nice scent.",Good for hubby and myself.,1471564800
269,5,True,"08 18, 2016",A30EK1FFOB7VZ6,B00004U9V2,{'Size:': ' 0.9 oz.'},Terri Cooper,Have loved this product for years.  Feels great.  Smells wonderful.,Five Stars,1471478400
270,3,True,"08 14, 2016",A2HOI48JK8838M,B00004U9V2,{'Size:': ' 3.5 oz.'},DB,There is no evidence to me that this product is an improvement over many others that are similarly priced...or less.,Paying for the name,1471132800
271,4,False,"08 13, 2016",AO523PDMJKOYJ,B00004U9V2,{'Size:': ' 3.5 oz.'},Rudy J,Great moisturizer!,Four Stars,1471046400
272,5,True,"08 13, 2016",A3EMF8SCMI533V,B00004U9V2,{'Size:': ' 3.5 oz.'},Suze,This is a favorite brand that I continue to purchase after receiving it in a gift bag several years ago.  Very moisturizing.,This is a favorite brand that I continue to purchase after receiving it ...,1471046400
273,5,True,"08 9, 2016",A3BHSPUKLXIOFF,B00004U9V2,{'Size:': ' 0.9 oz.'},Lorraine M Tompkins,Thanks!,Five Stars,1470700800
274,5,True,"08 9, 2016",A1BV92H7FYY43V,B00004U9V2,{'Size:': ' 0.9 oz.'},dfocht,Love this product. It smells great (rosemary scent) and it works well without being too greasy.,Five Stars,1470700800
275,5,True,"08 7, 2016",A4PPX32L8RYUT,B00004U9V2,{'Size:': ' 3.5 oz.'},C. H. Lopez,Smells good and does the job. Will buy again,Nice product,1470528000
276,5,True,"08 4, 2016",AQDSEPY9R2YO2,B00004U9V2,{'Size:': ' 250 g'},sam,Softens and restores my dry cracked hands. Lovely fragrance. I use it twice a day . Once when I leave for work and again before bed when I know it will have time to absorb. I work in the horticulture industry and my hands get pretty beat up but this cream combined with the gardeners scrub [ which I use once a week ] has made a huge difference. You get what you pay for and a little goes a long way. This will be my hand cream from now on.,Best hand cream for gardeners,1470268800
277,5,True,"07 31, 2016",A2VTKJNGU3KDO8,B00004U9V2,{'Size:': ' 250 g'},Sarah F. Bordeaux,Best hand cream ever. And has a great smell!!,The best hand cream,1469923200
278,5,True,"07 30, 2016",AYG9M5E0GQO1F,B00004U9V2,{'Size:': ' 250 g'},scooter128,great,Five Stars,1469836800
279,3,False,"07 25, 2016",A388JDA6MB29P9,B00004U9V2,{'Size:': ' 3.5 oz.'},njacacia,"not so great on my elbows.  I'll keep looking.  Pleasant light clove scent, though.",average,1469404800
280,5,True,"07 23, 2016",AN4UJ9VSWVQ8M,B00004U9V2,{'Size:': ' 0.9 oz.'},Ardy 7 Kindle Customer,"Works really well, great product!",Great moisturiser,1469232000
281,5,True,"07 22, 2016",A3C8G0WOAF7N37,B00004U9V2,{'Size:': ' 3.5 oz.'},Islandgirl,This stuff is just deluxe.,Five Stars,1469145600
282,5,True,"07 22, 2016",A1MCWWNT58HT60,B00004U9V2,{'Size:': ' 250 g'},Erin,"Great price for the size. Got this as a gift for someone who loves the stuff, but doesn't have a store nearby. She was very thankful. While she is a gardener, this stuff is good for anyone who uses their hands and has dry skin. Not oily.",Great price for the size,1469145600
283,2,True,"07 21, 2016",A1WMUBOKHGZ971,B00004U9V2,{'Size:': ' 250 g'},Cara C. Krumpos,I usually love this stuff but something is a little off about the scent of this bottle.  Pretty expensive to be disappointed!,Smell not quite right..,1469059200
284,5,True,"07 21, 2016",A4JEVKVHCZ371,B00004U9V2,{'Size:': ' 250 g'},Karel A. Donley,"Absolutely love this and all products, Crabtree &  Evelyn.",Awesome product!!,1469059200
285,1,False,"07 21, 2016",ATHVN5OST9BRT,B00004U9V2,{'Size:': ' 3.5 oz.'},Dave Hastings,"Scent is spicy, masculine, and overpowering. Do not purchase if you are sensitive to scents. Lotion would be great if they made an unscented version.",Scent is overpowering,1469059200
286,5,False,"07 19, 2016",A11DFNU4NI11X0,B00004U9V2,{'Size:': ' 3.5 oz.'},Amazon Customer,Great price for a great product!,Five Stars,1468886400
287,5,True,"07 15, 2016",A11QP091EZL4GJ,B00004U9V2,{'Size:': ' 0.9 oz.'},Lorie Jernigan,This is a wonderful hand cream with a great smell!!!,Five Stars,1468540800
288,5,True,"06 28, 2016",A3QRZEDCFJN6X,B00004U9V2,{'Size:': ' 3.5 oz.'},Barbara,Love Crabtree and Evelyn Gardener's Hand Cream.  Beautiful aroma.,Five Stars,1467072000
289,1,True,"06 27, 2016",A213MF0924FJXC,B00004U9V2,{'Size:': ' 0.9 oz.'},charlene kinnaird,"This was for my sister. No instructions on how to use it. She had purchased this a few years ago; thought she was getting the similar thing. Everything was in French.  Very disappointed in what she received. A waste of money.

Hand therapy cream",Very disappointed in what she received,1466985600
290,5,True,"06 18, 2016",A349E412DARDC6,B00004U9V2,{'Size:': ' 250 g'},Amazon Customer,Fantastic! Worth every penny. My dry skin is gone!,Five Stars,1466208000
291,5,True,"06 15, 2016",AQ2SHV9G055R4,B00004U9V2,{'Size:': ' 3.5 oz.'},Barbara Schofield,This is a terrific hand cream...good quality,Love the soft hands,1465948800
292,5,True,"06 7, 2016",A1HBLDFDD9OJOD,B00004U9V2,{'Size:': ' 3.5 oz.'},John Evans,Great lotion,Five Stars,1465257600
293,5,True,"06 7, 2016",A34KYFG6LW66GZ,B00004U9V2,{'Size:': ' 250 g'},Joe V.,Except for the price this is a great product.,Five Stars,1465257600
294,5,True,"06 7, 2016",A2H2LJPKW6AGJT,B00004U9V2,{'Size:': ' 3.5 oz.'},kathleen maloney,It's the best,Five Stars,1465257600
295,5,True,"06 3, 2016",A2XEUO2U9WC2I,B00004U9V2,{'Size:': ' 0.9 oz.'},Linda Smith,Love this scent and love how well it softens a gardener's hands!,Five Stars,1464912000
296,5,True,"05 31, 2016",ALDA6GVAIR9KV,B00004U9V2,{'Size:': ' 250 g'},hollyz,Love this stuff - small amount works for hours and smells fresh,Five Stars,1464652800
297,5,True,"05 31, 2016",ALDA6GVAIR9KV,B00004U9V2,{'Size:': ' 0.9 oz.'},hollyz,"My moms all time favorite, great price here",Five Stars,1464652800
298,4,True,"05 31, 2016",AY71XRLDA1JAD,B00004U9V2,{'Size:': ' 0.9 oz.'},LAMazon,"I really like this hand lotion because you only need a little bit at a time and it helped with my dry / chapped hands during the cold months. I only gave it 4 stars because for this size tube, I feel it is over priced.",Like but over priced,1464652800
299,5,True,"05 25, 2016",A3M1I6GGZDGPA1,B00004U9V2,{'Size:': ' 3.5 oz.'},Deb,This was a gift to a gardening friend of mine in the UK and she loved it,was loved by recipient,1464134400
300,2,True,"05 23, 2016",A1Q8KRGN5G048F,B00004U9V2,{'Size:': ' 250 g'},jess,Not crazy about this. My hands actually feel drier after using this. Very disappointed.,Very disappointed.,1463961600
301,5,True,"05 22, 2016",A2BAD6XR2MY4E3,B00004U9V2,{'Size:': ' 3.5 oz.'},Kathryn A. Souza,"It is a little pricey, so I save this for an occasional treat.  The scent is very herbal, not flowery.  It doesn't take a lot to cover your hands.",Crabtree and Evelyn is a treat,1463875200
302,5,True,"05 13, 2016",A2ZSK2I5HZJEB3,B00004U9V2,{'Size:': ' 0.9 oz.'},mariela perez,awesome,Five Stars,1463097600
303,5,True,"05 13, 2016",AHFR5JGCAK0P6,B00004U9V2,{'Size:': ' 3.5 oz.'},Amazon Customer,Love it,Five Stars,1463097600
304,5,True,"05 11, 2016",A20Y478356ST4O,B00004U9V2,{'Size:': ' 3.5 oz.'},Jane crosby,I bought this cream for my daughter who is an OR nurse and she loves It!,Five Stars,1462924800
305,5,True,"05 10, 2016",A3ASXK5ANON6KT,B00004U9V2,{'Size:': ' 3.5 oz.'},Amazon Customer,will purchase it again,Five Stars,1462838400
306,5,True,"05 9, 2016",A2EDJ87XV7SE8I,B00004U9V2,{'Size:': ' 3.5 oz.'},Trisha Mc,"It's by far, the Best and most expensive hand lotion.",Most expensive guilty pleasure,1462752000
307,5,True,"05 2, 2016",A1KLJHL3EBYJK6,B00004U9V2,{'Size:': ' 250 g'},Aimee,I have been using this product for years! I love it and will continue to order it online instead!,LOVE LOVE This hand lotion,1462147200
308,5,True,"04 29, 2016",A305WZ739NZW7U,B00004U9V2,{'Size:': ' 250 g'},Amazon Customer,Best lotion; however is not cheap,Five Stars,1461888000
309,5,True,"04 28, 2016",AT81G2ZKDM0SQ,B00004U9V2,{'Size:': ' 0.9 oz.'},Carla Lowry,Ordered wrong size! Wanted the large size...Love this stuff!,Love this stuff,1461801600
310,4,True,"04 27, 2016",A20L513ZPBTRGQ,B00004U9V2,{'Size:': ' 0.9 oz.'},Amazon Customer,a great gift for my friend!,Four Stars,1461715200
311,5,True,"04 26, 2016",A3W2GGSQSIMBZU,B00004U9V2,{'Size:': ' 3.5 oz.'},asstchief,My wife loves this stuff.,Five Stars,1461628800
312,5,True,"04 23, 2016",A36M27F9BSL39W,B00004U9V2,{'Size:': ' 3.5 oz.'},dewittwordsmith,Great product for the hands.,Not just for gardners!,1461369600
313,5,True,"04 19, 2016",A1KPDJKALAWNHW,B00004U9V2,{'Size:': ' 0.9 oz.'},Maxine Rosenberg,It is very soothing to my cracked and dry hands.,Five Stars,1461024000
314,5,True,"04 15, 2016",A1J3MG8MQF1MPM,B00004U9V2,{'Size:': ' 0.9 oz.'},Daniel Swaim,"I'm a guy who doesn't like lotion, and doesn't care for scented things. This stuff is amazing. It heals my skin, doesn't feel like lotion, and smells like... sandlewood or something. Just awesome.",Amazing Magic Hand Stuff,1460678400
315,5,True,"04 11, 2016",A2TUBL0CDBS35,B00004U9V2,{'Size:': ' 0.9 oz.'},the brit in US,"bought 5 different smells, don't smell too strong but works well for my hands",Five Stars,1460332800
316,5,True,"04 11, 2016",AKWO54KP5BFX3,B00004U9V2,{'Size:': ' 0.9 oz.'},Daisy,"When I received it, I think it's quiet small... But actually it will not run out so fast. Because you only need a little bit for two hands very time. It's very moist, and heavy cream. Smell good, Love it.",Good!,1460332800
317,3,True,"04 8, 2016",A15UWPVQ1YMZW6,B00004U9V2,{'Size:': ' 0.9 oz.'},Thomas Mctigue,"Good stuff, but this tube is TINY! Thought we'd get more for the price. This is like a sampler size.","Good stuff, but this tube is TINY",1460073600
318,1,True,"03 30, 2016",A3QE4R1FKESSO3,B00004U9V2,{'Size:': ' 250 g'},JMC,Can was dented. For 30.00 a bottle for lotion you do not expect a dented can. I will keep it because it is too much time and money to send it back. Im glad I did not purchase this as a gift because I would be ashamed to give it with the dents. What a shame and a bad reflection on the Crabtree and Evelyn name. Next time I will order it from the original store where it costs the same. Live and Learn.,Don't Waste Your Money,1459296000
319,5,True,"03 22, 2016",A9TCH02X2RGJA,B00004U9V2,{'Size:': ' 3.5 oz.'},Deborah,great scent!,Five Stars,1458604800
320,5,True,"03 22, 2016",A9TCH02X2RGJA,B00004U9V2,{'Size:': ' 250 g'},Deborah,Love this cream for a gardener..nice scent!,Five Stars,1458604800
321,5,True,"03 20, 2016",A3K6IOQ3FS1FES,B00004U9V2,{'Size:': ' 0.9 oz.'},ikestar,Smells great.  Non-greasy. Works great after your hands are dried up from working in the yard.,Five Stars,1458432000
322,5,False,"03 20, 2016",A3CRJ1Q73RB25F,B00004U9V2,{'Size:': ' 0.9 oz.'},Annie T,"I LOVE this scent....  it's so refreshing and clean and yummy.  I don't know what fragrances are used for this Gardener's scent, but it is incredibly appealing, IMO and I doubt it would be perceived as offensive.  Rich & creamy as well.",Great scent!,1458432000
323,4,True,"03 15, 2016",A1RXOODY9VRYK4,B00004U9V2,{'Size:': ' 250 g'},Stephanie,A scent that can be used by whole family.,Four Stars,1458000000
324,5,True,"03 9, 2016",AOZCSZBLSIY8O,B00004U9V2,{'Size:': ' 0.9 oz.'},InformedMama,Great product. Smells amazing,Love this stuff!,1457481600
325,5,True,"03 4, 2016",A1V7KKGNWVU3FN,B00004U9V2,{'Size:': ' 3.5 oz.'},Cheryl Kulas,"Best hand lotion on the market.  Forms a protective barrier, it seems.  I buy it over and over.",Five Stars,1457049600
326,5,True,"03 2, 2016",AOECOJMRU70B4,B00004U9V2,{'Size:': ' 0.9 oz.'},Alfreda Savarese,"I have problems in the winter time with my skin splitting open at the tip of my finger nails.  this ultra-moisturizing hand cream worked well.  Unfortunately, I think it's too expensive.  I used to use Aveeno with Menthol and loved it, but Aveeno discontinued making their skin care product with Menthol. I will not purchase Crabtree & Evelyn again because of the high cost for such a small amount.  I am still searching for something as good as the discontinued Aveeno for the price I used to pay for Aveeno.","I used to use Aveeno with Menthol and loved it, but Aveeno discontinued making their skin care ...",1456876800
327,5,True,"02 23, 2016",A15C2P6JJJQ3YM,B00004U9V2,{'Size:': ' 3.5 oz.'},Tiffany Ellis,product was perfect and arrived as promised,Five Stars,1456185600
328,5,True,"02 23, 2016",A28BQ1ZOLGLBJ5,B00004U9V2,{'Size:': ' 3.5 oz.'},Bucky,Wonderful!!,Five Stars,1456185600
329,5,True,"02 21, 2016",A28YEVVBKS6CLQ,B00004U9V2,{'Size:': ' 3.5 oz.'},Linda H. Zimmerman,My husbands hands are in water and chemicals a lot. His fingers crack and hurt. This lotion works great on his hands.,This lotion works great on his hands,1456012800
330,5,True,"02 19, 2016",A177XNPRJ4OQ3R,B00004U9V2,{'Size:': ' 3.5 oz.'},Stephanie Feher,My favorite fragrance..so natural and really works well to take away dryness after working with garden soil.,Five Stars,1455840000
331,5,False,"02 18, 2016",A2HAL2JO9LWX47,B00004U9V2,{'Size:': ' 0.9 oz.'},Aria C.,"This is gold! It's fragrant, creamy and deeply moisturizing. I just love it.",I just love it.,1455753600
332,5,True,"02 14, 2016",A295XNM1ITG6UO,B00004U9V2,{'Size:': ' 250 g'},Amazon Customer,This lotion works very well and I am glad to see it in a large size bottle.,Five Stars,1455408000
333,5,True,"02 13, 2016",A2W3YPGZ4CRE86,B00004U9V2,{'Size:': ' 0.9 oz.'},Amazon Customer,"This stuff is AMAZING! Love the scent, it makes me smell like I just left the spa, kind of like lavender and citrus",This stuff is AMAZING! Love the scent,1455321600
334,5,True,"02 13, 2016",A1Y39RECFXEGNL,B00004U9V2,{'Size:': ' 3.5 oz.'},Art,"The Best Hand Cream Ever, I love this product. Not greasy.",The Best Hand Cream Ever!,1455321600
335,5,True,"02 13, 2016",A1Y39RECFXEGNL,B00004U9V2,{'Size:': ' 0.9 oz.'},Art,Amazing ....my favorite hand cream ever,The Best Hand Cream Ever,1455321600
336,5,True,"02 12, 2016",A22JHH2KJ1KSZS,B00004U9V2,{'Size:': ' 3.5 oz.'},tamika nurradin,,Five Stars,1455235200
337,5,True,"02 9, 2016",A35FRAO93QZR78,B00004U9V2,{'Size:': ' 0.9 oz.'},Amazon Customer,Excellent!!,Five Stars,1454976000
338,5,True,"02 7, 2016",A363AVIHOZGOTI,B00004U9V2,{'Size:': ' 0.9 oz.'},Expert Amazon Shopper,Purchased as a gift - they loved it.,Five Stars,1454803200
339,5,True,"02 2, 2016",A1IDM4FHXNUCCB,B00004U9V2,{'Size:': ' 0.9 oz.'},Marie,gave as a gift.,Five Stars,1454371200
340,5,True,"01 28, 2016",A2T3FEXK843A5Q,B00004U9V2,{'Size:': ' 3.5 oz.'},D.Iris Bennett,always a nice product,Five Stars,1453939200
341,5,True,"01 27, 2016",A5RF628VTPQWT,B00004U9V2,{'Size:': ' 3.5 oz.'},Pat,"Great stuff, great service",Five Stars,1453852800
342,5,True,"01 27, 2016",ABUP60W2AFR7M,B00004U9V2,{'Size:': ' 250 g'},Vicki,The best hand lotion I have ever used!,Five Stars,1453852800
343,5,True,"01 23, 2016",AN6TEVXLLX072,B00004U9V2,{'Size:': ' 3.5 oz.'},Michael Thomas,"We've used this product for years.  It works great on dry, chapped hands and the smell is ""unisex"".  You get what you pay for here.",It works great on dry,1453507200
344,5,True,"01 23, 2016",A2NKM8SGQ2GRMY,B00004U9V2,{'Size:': ' 0.9 oz.'},Cynthia Albee,"does not feel greasy like other products, absorbs well.. soft hands!!",Five Stars,1453507200
345,5,True,"01 19, 2016",A3O0BXK3SZ6FE0,B00004U9V2,{'Size:': ' 3.5 oz.'},Newman,My sons favorite hand cream for his dry hands. No greasy and absorbs well. I am a return buyer.,Favorite hand cream!,1453161600
346,4,True,"01 19, 2016",A24KIC8P32NXWH,B00004U9V2,{'Size:': ' 0.9 oz.'},pkb,small but lovely lotion.  Is great to throw in your purse,Is great to throw in your,1453161600
347,5,True,"01 18, 2016",A2GQADP6K41UI1,B00004U9V2,{'Size:': ' 3.5 oz.'},Allison,Helps winter skin.,Five Stars,1453075200
348,5,True,"01 13, 2016",A3GOLSRAFLKKF5,B00004U9V2,{'Size:': ' 3.5 oz.'},Faridi,The best hand moisturizer ever,I love it,1452643200
349,1,True,"01 9, 2016",A2W56XTX8T5AYT,B00004U9V2,{'Size:': ' 0.9 oz.'},Kate M,these smell funny. I am not sure they are authentic.,funny funky smell,1452297600
350,5,True,"01 9, 2016",A1XQCIFIW0RSHL,B00004U9V2,{'Size:': ' 3.5 oz.'},Dena Lundgreen,Nothing better than Crabtree and Evelyn,The BEST,1452297600
351,4,True,"12 28, 2015",A3KBLJ1R8HVDFG,B00004U9V2,{'Size:': ' 0.9 oz.'},Makeuphag,Probably my favorite toothpaste on the market right now though sometimes I buy Portuguese close-up from big lots from time to time. A little goes a long way and the picture on the tube is very light-hearted and interesting to look at!,My fourth tube already!!,1451260800
352,5,True,"12 28, 2015",A1NI6TASPKKTJ,B00004U9V2,{'Size:': ' 0.9 oz.'},Amazon Customer,The hand cream is the best,Five Stars,1451260800
353,5,True,"12 18, 2015",A198SESQDKS6KO,B00004U9V2,{'Size:': ' 3.5 oz.'},Elizabeth Fletcher,Purchased for my hard working husband's hands.  When he ran he brought me the empty tube and asked me to get him MORE.,Purchased for my hard working husband's hands. When he ...,1450396800
354,5,True,"12 11, 2015",A6OFCS8H34EYZ,B00004U9V2,{'Size:': ' 3.5 oz.'},Daniel J,Great for chapped hands,Five Stars,1449792000
355,1,True,"12 9, 2015",A2Q7EC3PTV3M49,B00004U9V2,{'Size:': ' 250 g'},E,Disappointed that at the price I paid the product arrived dented.,Dented,1449619200
356,5,True,"12 8, 2015",A17LKZDTRMQLSP,B00004U9V2,{'Size:': ' 0.9 oz.'},Julia W,Best lotion for extra dry skin during the winter!,Great price!,1449532800
357,5,True,"12 8, 2015",AAHW47G6RO57K,B00004U9V2,{'Size:': ' 3.5 oz.'},Kasita,Came so fast! They work great!,They work great!,1449532800
358,5,True,"12 2, 2015",AWWD4NM8XPWGU,B00004U9V2,{'Size:': ' 3.5 oz.'},Sherrin Nolfi,This has been a long time favorite of mine at a reasonable price with quick delivery!!!,Tried and true Crabtree & Evelyn hand cream!,1449014400
359,5,True,"11 23, 2015",AWVF9EWW3BXYV,B00004U9V2,{'Size:': ' 3.5 oz.'},A_V,I love this hand cream. I'm on my fifth tube. Love love love.,Five Stars,1448236800
360,5,True,"11 10, 2015",A12VSSMTL0YRTS,B00004U9V2,{'Size:': ' 0.9 oz.'},Joan Cardoza,Thought they were going to be bigger tubes!,Five Stars,1447113600
361,3,False,"10 31, 2015",A6TIFZ1T4Z4CZ,B00004U9V2,{'Size:': ' 3.5 oz.'},Summit Seeker,"Good hand cream, but antiseptic scent.  I love Crabtree & Evelyn hand cream, especially to keep at my desk or in my purse because my hands will be moisturized, but not greasy.  The Gardener's version, though, is too antiseptic for my tastes.  There are so many nicer scents to choose!","Good hand cream, but antiseptic scent.",1446249600
362,5,True,"10 14, 2015",A2MVDGDBUJTH3Z,B00004U9V2,{'Size:': ' 250 g'},lisa murphy,GREAT...Fast shipping,Five Stars,1444780800
363,5,True,"10 12, 2015",A27OJCGC4F547,B00004U9V2,{'Size:': ' 250 g'},Kk,I bought this for my mom as a gift. She has arthritic hands and has been using this for twenty or so years. She loves it and was so happy for her gift because she couldn't find this lotion anywhere she said.,My arthritic mom loves this.,1444608000
364,5,True,"10 11, 2015",A295XNM1ITG6UO,B00004U9V2,{'Size:': ' 3.5 oz.'},Amazon Customer,love this. smells great.,Five Stars,1444521600
365,5,True,"10 5, 2015",AVNBSHY788F7K,B00004U9V2,{'Size:': ' 3.5 oz.'},Joyce K,"I've used this Crabtree & Evelyn hand lotion and loved it.
Got some more for gifts for my daughters and of course,
they loved it too.  Crabtree & Evelyn have wonderful
products.",Terrific hand lotion,1444003200
366,5,True,"10 3, 2015",A3N9C9WE3KNNQC,B00004U9V2,{'Size:': ' 250 g'},Melinda J. Warren,Best hand lotion ever!,Five Stars,1443830400
367,5,True,"09 30, 2015",A1POZDF6Z9IKI4,B00004U9V2,{'Size:': ' 3.5 oz.'},Jwelch,nice scent and not greasy,Five Stars,1443571200
368,5,True,"09 16, 2015",A2COZMU70GHBDM,B00004U9V2,{'Size:': ' 0.9 oz.'},Diane Hennion,Best hand cream for dry/chapped skin for all hobbies - wonderful light spice smell - great for men and women,Best hand cream for dry/chapped skin for all hobbies - ...,1442361600
369,5,True,"09 7, 2015",AIOJOB82QX8G9,B00004U9V2,{'Size:': ' 3.5 oz.'},Vicki McCarthy,Works like a charm!,Gardeners fix!,1441584000
370,5,True,"09 5, 2015",AIDY9MPIF42OM,B00004U9V2,{'Size:': ' 250 g'},Jack,Can't get through a winter without this.  Love the smell and the creme really helps my hands that crack from the dryness.,Great stuff,1441411200
371,5,True,"08 14, 2015",A204QYCE0AVWDK,B00004U9V2,{'Size:': ' 3.5 oz.'},Micki hentkowski,this helps my old farm girl hands look great.  Just love this product,Amazing results,1439510400
372,5,True,"08 8, 2015",A38LA8BPHX46S2,B00004U9V2,{'Size:': ' 3.5 oz.'},Lou,"With the hot, dry Arizona weather use of a good hand cream is a must.  This product not only moisturizes my hands but seems to help the cuticles as well.  The added bonus is its pleasant scent.",dry Arizona weather use of a good hand cream is a must,1438992000
373,5,True,"07 31, 2015",A1S3XDLVTZFJN5,B00004U9V2,{'Size:': ' 250 g'},Victor,Excellent,Five Stars,1438300800
374,3,True,"07 29, 2015",A3FYPL57HJR8O9,B00004U9V2,{'Size:': ' 0.9 oz.'},Megan Raschke,"I love this lotion, but it is expensive, and you have to re-apply it every time you wash your hands.",I love this lotion,1438128000
375,5,True,"07 14, 2015",A3BXZ15ME1F1OH,B00004U9V2,{'Size:': ' 0.9 oz.'},Elizabeth A. Davis,I work in a greenhouse and my hands need tender loving care.  This product is just that!!  Love it!,Love it!,1436832000
376,5,True,"07 10, 2015",ANTNNQIV63TZJ,B00004U9V2,{'Size:': ' 3.5 oz.'},Wendy McCullough,"Love, love, love this product!  I have not found any other product that works as well as this!!!  Especially when used with the hand scrub.","Love, love",1436486400
377,5,True,"07 8, 2015",A1UX3A56I74G9T,B00004U9V2,{'Size:': ' 3.5 oz.'},Dawn,Worked great soothes your chapped hands,Five Stars,1436313600
378,5,True,"06 30, 2015",A247HSRW4UZI5W,B00004U9V2,{'Size:': ' 250 g'},Mary E Renn,I've used this many times and love the product.,Five Stars,1435622400
379,5,True,"06 23, 2015",AAERRR256EUFL,B00004U9V2,{'Size:': ' 3.5 oz.'},Terry C,"This lotion smells soooooo good.  It is a thicker cream, but not over greasy.  My hands are super dry, and Gardner's Glove is really helpful!",Helps with very dry hands & smells good!,1435017600
380,5,True,"06 22, 2015",A1JCW7ULNUPX08,B00004U9V2,{'Size:': ' 3.5 oz.'},Valerie Meister,This is an awesome product! We use it all the time.,Five Stars,1434931200
381,5,True,"06 21, 2015",A33STC1JEVW20K,B00004U9V2,{'Size:': ' 0.9 oz.'},kosmickim,This is the good stuff!  Crabtree and Evelyn make a marvelous product!,This is the good stuff! Crabtree and Evelyn make a marvelous product,1434844800
382,5,True,"06 18, 2015",AZGRR0NPK5PDK,B00004U9V2,{'Size:': ' 3.5 oz.'},Ruth E. Bergeron,"really works... pleasant smell, not overpowering... I use it all the time and iut makes a great gift",THE BEST,1434585600
383,5,True,"06 17, 2015",A1O35EGOMORSGO,B00004U9V2,{'Size:': ' 250 g'},happy camper,This stuff feels great on the dry hands and the scent isn't overpowering.,Five Stars,1434499200
384,3,True,"06 6, 2015",A1PSX0OKX9U6SO,B00004U9V2,{'Size:': ' 250 g'},Customer in Celebration FL.,"Good lotion, but can't say it is worth the money.  Think other lotions like Aveeno are just as good",Three Stars,1433548800
385,5,True,"06 3, 2015",ASRIOZDW36KZA,B00004U9V2,{'Size:': ' 3.5 oz.'},Lawlessness,Love this stuff.  Comes in a different tube than the older aluminum tube versions.  But exactly the same stuff as far as I can tell.,Love this stuff,1433289600
386,5,True,"05 31, 2015",A1R9O1Y6OS7S8V,B00004U9V2,{'Size:': ' 0.9 oz.'},Jean,Have been using this for years and will definitely will continue to do so as long as they don't change a thing about the product.,Have been using this for years and will definitely will ...,1433030400
387,2,True,"05 19, 2015",A2PUZLRENESA3Q,B00004U9V2,{'Size:': ' 0.9 oz.'},Michael James Quinn,"I love this hand cream; but, when I received the package I thought it was a sample!!!!  From the picture it looks like the full size tube; but, it is not close.  You might get 2 or 3 used from a tube.  Not worth the money.",Thought it was a sample!!!!,1431993600
388,5,True,"05 12, 2015",A2EFD4GT0WVO2Z,B00004U9V2,{'Size:': ' 0.9 oz.'},Amazon Customer,This is great stuff but so expensive. .9 oz is really small.,Five Stars,1431388800
389,5,True,"05 6, 2015",A1Q980PWLOX3M1,B00004U9V2,{'Size:': ' 250 g'},Elisabeth Trudeau,loved it but wish it was less expensive,Five Stars,1430870400
390,5,True,"02 24, 2015",AZ5YJ0DP6EM5W,B00004U9V2,{'Size:': ' 250 g'},Clarice H. Clark,GREAT,Five Stars,1424736000
391,5,True,"02 24, 2015",AZZKNBQAO4Y9Z,B00004U9V2,{'Size:': ' 250 g'},Hugh Jass,best lotion ever!,Buy it!,1424736000
392,5,True,"02 22, 2015",A2YPWS5LWXFMUW,B00004U9V2,{'Size:': ' 250 g'},spmom,"Love this cream; is my favorite as it is not greasy at all.  May take a few seconds to actually  be ""absorbed"" , but you will enjoy the feeling on your hands not being rough, especially this winter (and after working in the dirt).",Great stuff,1424563200
393,5,True,"02 21, 2015",AHOVYSAYX3Q0V,B00004U9V2,{'Size:': ' 250 g'},Mary E. Will,This is really good for chapped hands in the winter.,Five Stars,1424476800
394,5,True,"02 19, 2015",ADWGQJOCD2MNP,B00004U9V2,,carol Lavender,Love it,Five Stars,1424304000
395,2,True,"02 19, 2015",A31OW0TTG5SHNJ,B00004U9V2,{'Size:': ' 250 g'},Debbie,"horrible smell for me, at least.",Two Stars,1424304000
396,5,True,"02 16, 2015",A1CLLQSHSCYXTO,B00004U9V2,{'Size:': ' 250 g'},christina lewis,love it!!!!!!!!!!!,Five Stars,1424044800
397,4,True,"02 14, 2015",A3G7VUZ2OPLB97,B00004U9V2,,Shirley Otto,It works great for psorasis,Four Stars,1423872000
398,3,True,"02 7, 2015",A2H7X2JS1V1GSC,B00004U9V2,{'Size:': ' 250 g'},Judy Hunsinger,"Great lotion, but too expensive!!",Three Stars,1423267200
399,5,True,"02 5, 2015",A3623SVQEJQYYA,B00004U9V2,,travis mathwig,A great way to keep my fingers and hands from cracking in the winter months. It absorbs into my hands quickly and doesn't leave them greasy. It smells pretty good too,A great way to keep my fingers and hands from cracking ...,1423094400
400,5,True,"02 4, 2015",A1BA60MYHKMI1Q,B00004U9V2,,Mark St. Aubin,Wife love it...,Five Stars,1423008000
